label_friendly,count,month,year,name,Longitude,Latitude
2001-Q1,6,1,2001,United States of America,-94.5786,39.0997
2001-Q1,2,1,2001,Uzbekistan,63.12118962263331,41.827806394656776
2001-Q2,3,4,2001,Armenia,44.99538128017206,40.22479151884431
2001-Q2,1,4,2001,Belgium,4.5777891370759445,50.65809019455999
2001-Q2,2,4,2001,Bosnia and Herz.,17.81367540023502,44.189707587939964
2001-Q2,1,4,2001,Belarus,27.989978908560683,53.553516043056916
2001-Q2,1,4,2001,Brazil,-52.99137268109314,-11.210935367723474
2001-Q2,2,4,2001,Bulgaria,25.19867652221372,42.76534423649641
2001-Q2,4,4,2001,China,104.20682691268908,37.58566667671812
2001-Q2,1,4,2001,Croatia,16.566450978546317,45.037143458331315
2001-Q2,2,4,2001,Czechia,15.330447014503234,49.785022117738855
2001-Q2,1,4,2001,Denmark,9.871310744062443,56.08220155912243
2001-Q2,3,4,2001,United Kingdom,-2.9027164459838444,54.10193737042122
2001-Q2,1,4,2001,Spain,-3.6145839011576544,40.433501535574024
2001-Q2,1,4,2001,Estonia,25.822001245079726,58.6556503065924
2001-Q2,5,4,2001,France,48.8534,2.3449
2001-Q2,2,4,2001,Georgia,43.472662158707024,42.17021921095487
2001-Q2,6,4,2001,Germany,10.29801806489826,51.24677017066511
2001-Q2,3,4,2001,Hungary,19.3649094430838,47.21165134354711
2001-Q2,2,4,2001,India,79.61182179059793,23.250869877445417
2001-Q2,1,4,2001,Iceland,-18.759842174976168,65.10393254430512
2001-Q2,4,4,2001,Israel,35.005867420548036,31.50071308336962
2001-Q2,1,4,2001,Kazakhstan,67.31752260316053,48.46972588843443
2001-Q2,1,4,2001,Moldova,28.40591603443183,47.21757965555515
2001-Q2,1,4,2001,North Macedonia,21.698741441990386,41.60884831274639
2001-Q2,4,4,2001,Netherlands,5.51624142723227,52.312298338736774
2001-Q2,1,4,2001,Peru,-74.37223709333243,-9.276382558395454
2001-Q2,2,4,2001,Poland,19.29507363260921,52.21093396993625
2001-Q2,2,4,2001,Romania,24.937799525583742,45.891702745087095
2001-Q2,25,4,2001,Russia,98.14710184060961,64.77818896220005
2001-Q2,1,4,2001,Slovenia,14.940188517296614,46.12844143045652
2001-Q2,2,4,2001,Switzerland,8.119434485281694,46.797495853334354
2001-Q2,1,4,2001,Slovakia,19.512982827792392,48.731459182646574
2001-Q2,2,4,2001,Sweden,16.849431838890172,63.44116376749259
2001-Q2,5,4,2001,Ukraine,31.330047857762857,49.05434315930252
2001-Q2,5,4,2001,United States of America,-94.5786,39.0997
2001-Q2,1,4,2001,Uzbekistan,63.12118962263331,41.827806394656776
2001-Q3,4,7,2001,Armenia,44.99538128017206,40.22479151884431
2001-Q3,2,7,2001,Belgium,4.5777891370759445,50.65809019455999
2001-Q3,2,7,2001,Bosnia and Herz.,17.81367540023502,44.189707587939964
2001-Q3,1,7,2001,Belarus,27.989978908560683,53.553516043056916
2001-Q3,1,7,2001,Brazil,-52.99137268109314,-11.210935367723474
2001-Q3,3,7,2001,Bulgaria,25.19867652221372,42.76534423649641
2001-Q3,4,7,2001,China,104.20682691268908,37.58566667671812
2001-Q3,2,7,2001,Czechia,15.330447014503234,49.785022117738855
2001-Q3,1,7,2001,Denmark,9.871310744062443,56.08220155912243
2001-Q3,4,7,2001,United Kingdom,-2.9027164459838444,54.10193737042122
2001-Q3,2,7,2001,Spain,-3.6145839011576544,40.433501535574024
2001-Q3,1,7,2001,Estonia,25.822001245079726,58.6556503065924
2001-Q3,7,7,2001,France,48.8534,2.3449
2001-Q3,1,7,2001,Georgia,43.472662158707024,42.17021921095487
2001-Q3,7,7,2001,Germany,10.29801806489826,51.24677017066511
2001-Q3,5,7,2001,Hungary,19.3649094430838,47.21165134354711
2001-Q3,1,7,2001,India,79.61182179059793,23.250869877445417
2001-Q3,1,7,2001,Iceland,-18.759842174976168,65.10393254430512
2001-Q3,3,7,2001,Israel,35.005867420548036,31.50071308336962
2001-Q3,2,7,2001,Kazakhstan,67.31752260316053,48.46972588843443
2001-Q3,1,7,2001,Moldova,28.40591603443183,47.21757965555515
2001-Q3,1,7,2001,North Macedonia,21.698741441990386,41.60884831274639
2001-Q3,4,7,2001,Netherlands,5.51624142723227,52.312298338736774
2001-Q3,1,7,2001,Peru,-74.37223709333243,-9.276382558395454
2001-Q3,2,7,2001,Romania,24.937799525583742,45.891702745087095
2001-Q3,24,7,2001,Russia,98.14710184060961,64.77818896220005
2001-Q3,1,7,2001,Slovenia,14.940188517296614,46.12844143045652
2001-Q3,2,7,2001,Switzerland,8.119434485281694,46.797495853334354
2001-Q3,2,7,2001,Sweden,16.849431838890172,63.44116376749259
2001-Q3,4,7,2001,Ukraine,31.330047857762857,49.05434315930252
2001-Q3,5,7,2001,United States of America,-94.5786,39.0997
2001-Q3,1,7,2001,Uzbekistan,63.12118962263331,41.827806394656776
2001-Q4,4,10,2001,Armenia,44.99538128017206,40.22479151884431
2001-Q4,2,10,2001,Belgium,4.5777891370759445,50.65809019455999
2001-Q4,2,10,2001,Bosnia and Herz.,17.81367540023502,44.189707587939964
2001-Q4,1,10,2001,Belarus,27.989978908560683,53.553516043056916
2001-Q4,1,10,2001,Brazil,-52.99137268109314,-11.210935367723474
2001-Q4,3,10,2001,Bulgaria,25.19867652221372,42.76534423649641
2001-Q4,4,10,2001,China,104.20682691268908,37.58566667671812
2001-Q4,2,10,2001,Czechia,15.330447014503234,49.785022117738855
2001-Q4,2,10,2001,Denmark,9.871310744062443,56.08220155912243
2001-Q4,4,10,2001,United Kingdom,-2.9027164459838444,54.10193737042122
2001-Q4,2,10,2001,Spain,-3.6145839011576544,40.433501535574024
2001-Q4,1,10,2001,Estonia,25.822001245079726,58.6556503065924
2001-Q4,4,10,2001,France,48.8534,2.3449
2001-Q4,1,10,2001,Georgia,43.472662158707024,42.17021921095487
2001-Q4,7,10,2001,Germany,10.29801806489826,51.24677017066511
2001-Q4,4,10,2001,Hungary,19.3649094430838,47.21165134354711
2001-Q4,1,10,2001,India,79.61182179059793,23.250869877445417
2001-Q4,1,10,2001,Iceland,-18.759842174976168,65.10393254430512
2001-Q4,4,10,2001,Israel,35.005867420548036,31.50071308336962
2001-Q4,1,10,2001,Lithuania,23.87662692233992,55.29822679501902
2001-Q4,1,10,2001,Moldova,28.40591603443183,47.21757965555515
2001-Q4,1,10,2001,North Macedonia,21.698741441990386,41.60884831274639
2001-Q4,3,10,2001,Netherlands,5.51624142723227,52.312298338736774
2001-Q4,1,10,2001,Peru,-74.37223709333243,-9.276382558395454
2001-Q4,3,10,2001,Romania,24.937799525583742,45.891702745087095
2001-Q4,25,10,2001,Russia,98.14710184060961,64.77818896220005
2001-Q4,1,10,2001,Slovenia,14.940188517296614,46.12844143045652
2001-Q4,2,10,2001,Switzerland,8.119434485281694,46.797495853334354
2001-Q4,2,10,2001,Sweden,16.849431838890172,63.44116376749259
2001-Q4,4,10,2001,Ukraine,31.330047857762857,49.05434315930252
2001-Q4,6,10,2001,United States of America,-94.5786,39.0997
2001-Q4,1,10,2001,Uzbekistan,63.12118962263331,41.827806394656776
2002-Q1,3,1,2002,Armenia,44.99538128017206,40.22479151884431
2002-Q1,2,1,2002,Belgium,4.5777891370759445,50.65809019455999
2002-Q1,2,1,2002,Bosnia and Herz.,17.81367540023502,44.189707587939964
2002-Q1,1,1,2002,Belarus,27.989978908560683,53.553516043056916
2002-Q1,2,1,2002,Bulgaria,25.19867652221372,42.76534423649641
2002-Q1,4,1,2002,China,104.20682691268908,37.58566667671812
2002-Q1,1,1,2002,Croatia,16.566450978546317,45.037143458331315
2002-Q1,1,1,2002,Czechia,15.330447014503234,49.785022117738855
2002-Q1,2,1,2002,Denmark,9.871310744062443,56.08220155912243
2002-Q1,3,1,2002,United Kingdom,-2.9027164459838444,54.10193737042122
2002-Q1,2,1,2002,Spain,-3.6145839011576544,40.433501535574024
2002-Q1,5,1,2002,France,48.8534,2.3449
2002-Q1,1,1,2002,Georgia,43.472662158707024,42.17021921095487
2002-Q1,7,1,2002,Germany,10.29801806489826,51.24677017066511
2002-Q1,1,1,2002,Greece,22.72052815146118,39.12393505162198
2002-Q1,4,1,2002,Hungary,19.3649094430838,47.21165134354711
2002-Q1,1,1,2002,India,79.61182179059793,23.250869877445417
2002-Q1,1,1,2002,Iceland,-18.759842174976168,65.10393254430512
2002-Q1,3,1,2002,Israel,35.005867420548036,31.50071308336962
2002-Q1,1,1,2002,Moldova,28.40591603443183,47.21757965555515
2002-Q1,1,1,2002,North Macedonia,21.698741441990386,41.60884831274639
2002-Q1,4,1,2002,Netherlands,5.51624142723227,52.312298338736774
2002-Q1,2,1,2002,Poland,19.29507363260921,52.21093396993625
2002-Q1,2,1,2002,Romania,24.937799525583742,45.891702745087095
2002-Q1,23,1,2002,Russia,98.14710184060961,64.77818896220005
2002-Q1,1,1,2002,Slovenia,14.940188517296614,46.12844143045652
2002-Q1,1,1,2002,Switzerland,8.119434485281694,46.797495853334354
2002-Q1,4,1,2002,Ukraine,31.330047857762857,49.05434315930252
2002-Q1,4,1,2002,United States of America,-94.5786,39.0997
2002-Q1,1,1,2002,Uzbekistan,63.12118962263331,41.827806394656776
2002-Q2,3,4,2002,Armenia,44.99538128017206,40.22479151884431
2002-Q2,1,4,2002,Azerbaijan,47.553272279979126,40.233875939626785
2002-Q2,1,4,2002,Belgium,4.5777891370759445,50.65809019455999
2002-Q2,2,4,2002,Bosnia and Herz.,17.81367540023502,44.189707587939964
2002-Q2,1,4,2002,Belarus,27.989978908560683,53.553516043056916
2002-Q2,1,4,2002,Brazil,-52.99137268109314,-11.210935367723474
2002-Q2,2,4,2002,Bulgaria,25.19867652221372,42.76534423649641
2002-Q2,5,4,2002,China,104.20682691268908,37.58566667671812
2002-Q2,1,4,2002,Cuba,-78.97504509559258,21.64087375214239
2002-Q2,1,4,2002,Czechia,15.330447014503234,49.785022117738855
2002-Q2,2,4,2002,Denmark,9.871310744062443,56.08220155912243
2002-Q2,3,4,2002,United Kingdom,-2.9027164459838444,54.10193737042122
2002-Q2,2,4,2002,Spain,-3.6145839011576544,40.433501535574024
2002-Q2,6,4,2002,France,48.8534,2.3449
2002-Q2,1,4,2002,Georgia,43.472662158707024,42.17021921095487
2002-Q2,7,4,2002,Germany,10.29801806489826,51.24677017066511
2002-Q2,4,4,2002,Hungary,19.3649094430838,47.21165134354711
2002-Q2,2,4,2002,India,79.61182179059793,23.250869877445417
2002-Q2,1,4,2002,Iceland,-18.759842174976168,65.10393254430512
2002-Q2,3,4,2002,Israel,35.005867420548036,31.50071308336962
2002-Q2,1,4,2002,Kazakhstan,67.31752260316053,48.46972588843443
2002-Q2,1,4,2002,Moldova,28.40591603443183,47.21757965555515
2002-Q2,1,4,2002,North Macedonia,21.698741441990386,41.60884831274639
2002-Q2,4,4,2002,Netherlands,5.51624142723227,52.312298338736774
2002-Q2,1,4,2002,Peru,-74.37223709333243,-9.276382558395454
2002-Q2,1,4,2002,Poland,19.29507363260921,52.21093396993625
2002-Q2,2,4,2002,Romania,24.937799525583742,45.891702745087095
2002-Q2,25,4,2002,Russia,98.14710184060961,64.77818896220005
2002-Q2,2,4,2002,Slovenia,14.940188517296614,46.12844143045652
2002-Q2,2,4,2002,Switzerland,8.119434485281694,46.797495853334354
2002-Q2,2,4,2002,Sweden,16.849431838890172,63.44116376749259
2002-Q2,3,4,2002,Ukraine,31.330047857762857,49.05434315930252
2002-Q2,8,4,2002,United States of America,-94.5786,39.0997
2002-Q2,1,4,2002,Uzbekistan,63.12118962263331,41.827806394656776
2002-Q3,1,7,2002,Azerbaijan,47.553272279979126,40.233875939626785
2002-Q3,1,7,2002,Belgium,4.5777891370759445,50.65809019455999
2002-Q3,1,7,2002,Bosnia and Herz.,17.81367540023502,44.189707587939964
2002-Q3,1,7,2002,Belarus,27.989978908560683,53.553516043056916
2002-Q3,1,7,2002,Brazil,-52.99137268109314,-11.210935367723474
2002-Q3,1,7,2002,Bulgaria,25.19867652221372,42.76534423649641
2002-Q3,5,7,2002,China,104.20682691268908,37.58566667671812
2002-Q3,1,7,2002,Cuba,-78.97504509559258,21.64087375214239
2002-Q3,1,7,2002,Czechia,15.330447014503234,49.785022117738855
2002-Q3,2,7,2002,Denmark,9.871310744062443,56.08220155912243
2002-Q3,5,7,2002,United Kingdom,-2.9027164459838444,54.10193737042122
2002-Q3,2,7,2002,Spain,-3.6145839011576544,40.433501535574024
2002-Q3,1,7,2002,Estonia,25.822001245079726,58.6556503065924
2002-Q3,5,7,2002,France,48.8534,2.3449
2002-Q3,1,7,2002,Georgia,43.472662158707024,42.17021921095487
2002-Q3,6,7,2002,Germany,10.29801806489826,51.24677017066511
2002-Q3,3,7,2002,Hungary,19.3649094430838,47.21165134354711
2002-Q3,2,7,2002,India,79.61182179059793,23.250869877445417
2002-Q3,1,7,2002,Iceland,-18.759842174976168,65.10393254430512
2002-Q3,3,7,2002,Israel,35.005867420548036,31.50071308336962
2002-Q3,1,7,2002,Kazakhstan,67.31752260316053,48.46972588843443
2002-Q3,1,7,2002,Moldova,28.40591603443183,47.21757965555515
2002-Q3,6,7,2002,Netherlands,5.51624142723227,52.312298338736774
2002-Q3,1,7,2002,Peru,-74.37223709333243,-9.276382558395454
2002-Q3,2,7,2002,Poland,19.29507363260921,52.21093396993625
2002-Q3,2,7,2002,Romania,24.937799525583742,45.891702745087095
2002-Q3,24,7,2002,Russia,98.14710184060961,64.77818896220005
2002-Q3,2,7,2002,Slovenia,14.940188517296614,46.12844143045652
2002-Q3,2,7,2002,Switzerland,8.119434485281694,46.797495853334354
2002-Q3,2,7,2002,Slovakia,19.512982827792392,48.731459182646574
2002-Q3,1,7,2002,Sweden,16.849431838890172,63.44116376749259
2002-Q3,4,7,2002,Ukraine,31.330047857762857,49.05434315930252
2002-Q3,9,7,2002,United States of America,-94.5786,39.0997
2002-Q4,3,10,2002,Armenia,44.99538128017206,40.22479151884431
2002-Q4,1,10,2002,Azerbaijan,47.553272279979126,40.233875939626785
2002-Q4,1,10,2002,Belgium,4.5777891370759445,50.65809019455999
2002-Q4,1,10,2002,Bosnia and Herz.,17.81367540023502,44.189707587939964
2002-Q4,1,10,2002,Belarus,27.989978908560683,53.553516043056916
2002-Q4,1,10,2002,Brazil,-52.99137268109314,-11.210935367723474
2002-Q4,1,10,2002,Bulgaria,25.19867652221372,42.76534423649641
2002-Q4,5,10,2002,China,104.20682691268908,37.58566667671812
2002-Q4,2,10,2002,Cuba,-78.97504509559258,21.64087375214239
2002-Q4,1,10,2002,Czechia,15.330447014503234,49.785022117738855
2002-Q4,2,10,2002,Denmark,9.871310744062443,56.08220155912243
2002-Q4,5,10,2002,United Kingdom,-2.9027164459838444,54.10193737042122
2002-Q4,2,10,2002,Spain,-3.6145839011576544,40.433501535574024
2002-Q4,1,10,2002,Estonia,25.822001245079726,58.6556503065924
2002-Q4,5,10,2002,France,48.8534,2.3449
2002-Q4,2,10,2002,Georgia,43.472662158707024,42.17021921095487
2002-Q4,7,10,2002,Germany,10.29801806489826,51.24677017066511
2002-Q4,3,10,2002,Hungary,19.3649094430838,47.21165134354711
2002-Q4,2,10,2002,India,79.61182179059793,23.250869877445417
2002-Q4,1,10,2002,Iceland,-18.759842174976168,65.10393254430512
2002-Q4,3,10,2002,Israel,35.005867420548036,31.50071308336962
2002-Q4,1,10,2002,Kazakhstan,67.31752260316053,48.46972588843443
2002-Q4,1,10,2002,Moldova,28.40591603443183,47.21757965555515
2002-Q4,1,10,2002,North Macedonia,21.698741441990386,41.60884831274639
2002-Q4,4,10,2002,Netherlands,5.51624142723227,52.312298338736774
2002-Q4,1,10,2002,Peru,-74.37223709333243,-9.276382558395454
2002-Q4,2,10,2002,Poland,19.29507363260921,52.21093396993625
2002-Q4,2,10,2002,Romania,24.937799525583742,45.891702745087095
2002-Q4,24,10,2002,Russia,98.14710184060961,64.77818896220005
2002-Q4,1,10,2002,Slovenia,14.940188517296614,46.12844143045652
2002-Q4,2,10,2002,Switzerland,8.119434485281694,46.797495853334354
2002-Q4,2,10,2002,Slovakia,19.512982827792392,48.731459182646574
2002-Q4,2,10,2002,Sweden,16.849431838890172,63.44116376749259
2002-Q4,5,10,2002,Ukraine,31.330047857762857,49.05434315930252
2002-Q4,8,10,2002,United States of America,-94.5786,39.0997
2002-Q4,1,10,2002,Uzbekistan,63.12118962263331,41.827806394656776
2003-Q1,4,1,2003,Armenia,44.99538128017206,40.22479151884431
2003-Q1,1,1,2003,Azerbaijan,47.553272279979126,40.233875939626785
2003-Q1,1,1,2003,Belgium,4.5777891370759445,50.65809019455999
2003-Q1,1,1,2003,Bosnia and Herz.,17.81367540023502,44.189707587939964
2003-Q1,1,1,2003,Belarus,27.989978908560683,53.553516043056916
2003-Q1,1,1,2003,Bulgaria,25.19867652221372,42.76534423649641
2003-Q1,3,1,2003,China,104.20682691268908,37.58566667671812
2003-Q1,2,1,2003,Cuba,-78.97504509559258,21.64087375214239
2003-Q1,1,1,2003,Czechia,15.330447014503234,49.785022117738855
2003-Q1,2,1,2003,Denmark,9.871310744062443,56.08220155912243
2003-Q1,5,1,2003,United Kingdom,-2.9027164459838444,54.10193737042122
2003-Q1,2,1,2003,Spain,-3.6145839011576544,40.433501535574024
2003-Q1,1,1,2003,Estonia,25.822001245079726,58.6556503065924
2003-Q1,4,1,2003,France,48.8534,2.3449
2003-Q1,2,1,2003,Georgia,43.472662158707024,42.17021921095487
2003-Q1,5,1,2003,Germany,10.29801806489826,51.24677017066511
2003-Q1,4,1,2003,Hungary,19.3649094430838,47.21165134354711
2003-Q1,2,1,2003,India,79.61182179059793,23.250869877445417
2003-Q1,1,1,2003,Iceland,-18.759842174976168,65.10393254430512
2003-Q1,3,1,2003,Israel,35.005867420548036,31.50071308336962
2003-Q1,1,1,2003,Kazakhstan,67.31752260316053,48.46972588843443
2003-Q1,1,1,2003,Morocco,-8.286458717250092,30.088562119592595
2003-Q1,1,1,2003,Moldova,28.40591603443183,47.21757965555515
2003-Q1,1,1,2003,North Macedonia,21.698741441990386,41.60884831274639
2003-Q1,4,1,2003,Netherlands,5.51624142723227,52.312298338736774
2003-Q1,1,1,2003,Peru,-74.37223709333243,-9.276382558395454
2003-Q1,2,1,2003,Poland,19.29507363260921,52.21093396993625
2003-Q1,27,1,2003,Russia,98.14710184060961,64.77818896220005
2003-Q1,1,1,2003,Slovenia,14.940188517296614,46.12844143045652
2003-Q1,2,1,2003,Switzerland,8.119434485281694,46.797495853334354
2003-Q1,2,1,2003,Slovakia,19.512982827792392,48.731459182646574
2003-Q1,1,1,2003,Sweden,16.849431838890172,63.44116376749259
2003-Q1,4,1,2003,Ukraine,31.330047857762857,49.05434315930252
2003-Q1,7,1,2003,United States of America,-94.5786,39.0997
2003-Q1,1,1,2003,Uzbekistan,63.12118962263331,41.827806394656776
2003-Q2,4,4,2003,Armenia,44.99538128017206,40.22479151884431
2003-Q2,2,4,2003,Azerbaijan,47.553272279979126,40.233875939626785
2003-Q2,1,4,2003,Belgium,4.5777891370759445,50.65809019455999
2003-Q2,1,4,2003,Bosnia and Herz.,17.81367540023502,44.189707587939964
2003-Q2,2,4,2003,Belarus,27.989978908560683,53.553516043056916
2003-Q2,1,4,2003,Brazil,-52.99137268109314,-11.210935367723474
2003-Q2,1,4,2003,Bulgaria,25.19867652221372,42.76534423649641
2003-Q2,3,4,2003,China,104.20682691268908,37.58566667671812
2003-Q2,1,4,2003,Croatia,16.566450978546317,45.037143458331315
2003-Q2,2,4,2003,Cuba,-78.97504509559258,21.64087375214239
2003-Q2,2,4,2003,Denmark,9.871310744062443,56.08220155912243
2003-Q2,5,4,2003,United Kingdom,-2.9027164459838444,54.10193737042122
2003-Q2,2,4,2003,Spain,-3.6145839011576544,40.433501535574024
2003-Q2,4,4,2003,France,48.8534,2.3449
2003-Q2,1,4,2003,Georgia,43.472662158707024,42.17021921095487
2003-Q2,6,4,2003,Germany,10.29801806489826,51.24677017066511
2003-Q2,4,4,2003,Hungary,19.3649094430838,47.21165134354711
2003-Q2,2,4,2003,India,79.61182179059793,23.250869877445417
2003-Q2,1,4,2003,Iceland,-18.759842174976168,65.10393254430512
2003-Q2,3,4,2003,Israel,35.005867420548036,31.50071308336962
2003-Q2,1,4,2003,Kazakhstan,67.31752260316053,48.46972588843443
2003-Q2,1,4,2003,Latvia,24.829261012824315,56.816583506757766
2003-Q2,1,4,2003,Morocco,-8.286458717250092,30.088562119592595
2003-Q2,1,4,2003,Moldova,28.40591603443183,47.21757965555515
2003-Q2,1,4,2003,North Macedonia,21.698741441990386,41.60884831274639
2003-Q2,4,4,2003,Netherlands,5.51624142723227,52.312298338736774
2003-Q2,1,4,2003,Peru,-74.37223709333243,-9.276382558395454
2003-Q2,2,4,2003,Poland,19.29507363260921,52.21093396993625
2003-Q2,1,4,2003,Romania,24.937799525583742,45.891702745087095
2003-Q2,28,4,2003,Russia,98.14710184060961,64.77818896220005
2003-Q2,1,4,2003,Slovenia,14.940188517296614,46.12844143045652
2003-Q2,2,4,2003,Switzerland,8.119434485281694,46.797495853334354
2003-Q2,2,4,2003,Slovakia,19.512982827792392,48.731459182646574
2003-Q2,1,4,2003,Sweden,16.849431838890172,63.44116376749259
2003-Q2,5,4,2003,Ukraine,31.330047857762857,49.05434315930252
2003-Q2,6,4,2003,United States of America,-94.5786,39.0997
2003-Q2,1,4,2003,Uzbekistan,63.12118962263331,41.827806394656776
2003-Q3,6,7,2003,Armenia,44.99538128017206,40.22479151884431
2003-Q3,1,7,2003,Azerbaijan,47.553272279979126,40.233875939626785
2003-Q3,2,7,2003,Belgium,4.5777891370759445,50.65809019455999
2003-Q3,1,7,2003,Bosnia and Herz.,17.81367540023502,44.189707587939964
2003-Q3,1,7,2003,Belarus,27.989978908560683,53.553516043056916
2003-Q3,1,7,2003,Brazil,-52.99137268109314,-11.210935367723474
2003-Q3,1,7,2003,Bulgaria,25.19867652221372,42.76534423649641
2003-Q3,3,7,2003,China,104.20682691268908,37.58566667671812
2003-Q3,2,7,2003,Cuba,-78.97504509559258,21.64087375214239
2003-Q3,1,7,2003,Cyprus,33.03953733852068,34.90743722221438
2003-Q3,1,7,2003,Czechia,15.330447014503234,49.785022117738855
2003-Q3,2,7,2003,Denmark,9.871310744062443,56.08220155912243
2003-Q3,6,7,2003,United Kingdom,-2.9027164459838444,54.10193737042122
2003-Q3,3,7,2003,Spain,-3.6145839011576544,40.433501535574024
2003-Q3,5,7,2003,France,48.8534,2.3449
2003-Q3,3,7,2003,Georgia,43.472662158707024,42.17021921095487
2003-Q3,5,7,2003,Germany,10.29801806489826,51.24677017066511
2003-Q3,1,7,2003,Greece,22.72052815146118,39.12393505162198
2003-Q3,4,7,2003,Hungary,19.3649094430838,47.21165134354711
2003-Q3,2,7,2003,India,79.61182179059793,23.250869877445417
2003-Q3,1,7,2003,Iceland,-18.759842174976168,65.10393254430512
2003-Q3,3,7,2003,Israel,35.005867420548036,31.50071308336962
2003-Q3,3,7,2003,Kazakhstan,67.31752260316053,48.46972588843443
2003-Q3,1,7,2003,Lithuania,23.87662692233992,55.29822679501902
2003-Q3,2,7,2003,Moldova,28.40591603443183,47.21757965555515
2003-Q3,1,7,2003,North Macedonia,21.698741441990386,41.60884831274639
2003-Q3,5,7,2003,Netherlands,5.51624142723227,52.312298338736774
2003-Q3,1,7,2003,Peru,-74.37223709333243,-9.276382558395454
2003-Q3,2,7,2003,Poland,19.29507363260921,52.21093396993625
2003-Q3,1,7,2003,Romania,24.937799525583742,45.891702745087095
2003-Q3,28,7,2003,Russia,98.14710184060961,64.77818896220005
2003-Q3,1,7,2003,Slovenia,14.940188517296614,46.12844143045652
2003-Q3,2,7,2003,Switzerland,8.119434485281694,46.797495853334354
2003-Q3,1,7,2003,Slovakia,19.512982827792392,48.731459182646574
2003-Q3,2,7,2003,Sweden,16.849431838890172,63.44116376749259
2003-Q3,4,7,2003,Ukraine,31.330047857762857,49.05434315930252
2003-Q3,6,7,2003,United States of America,-94.5786,39.0997
2003-Q3,1,7,2003,Uzbekistan,63.12118962263331,41.827806394656776
2003-Q4,5,10,2003,Armenia,44.99538128017206,40.22479151884431
2003-Q4,1,10,2003,Azerbaijan,47.553272279979126,40.233875939626785
2003-Q4,2,10,2003,Belgium,4.5777891370759445,50.65809019455999
2003-Q4,1,10,2003,Bosnia and Herz.,17.81367540023502,44.189707587939964
2003-Q4,1,10,2003,Belarus,27.989978908560683,53.553516043056916
2003-Q4,1,10,2003,Brazil,-52.99137268109314,-11.210935367723474
2003-Q4,2,10,2003,Bulgaria,25.19867652221372,42.76534423649641
2003-Q4,4,10,2003,China,104.20682691268908,37.58566667671812
2003-Q4,2,10,2003,Cuba,-78.97504509559258,21.64087375214239
2003-Q4,1,10,2003,Cyprus,33.03953733852068,34.90743722221438
2003-Q4,1,10,2003,Czechia,15.330447014503234,49.785022117738855
2003-Q4,2,10,2003,Denmark,9.871310744062443,56.08220155912243
2003-Q4,6,10,2003,United Kingdom,-2.9027164459838444,54.10193737042122
2003-Q4,3,10,2003,Spain,-3.6145839011576544,40.433501535574024
2003-Q4,1,10,2003,Estonia,25.822001245079726,58.6556503065924
2003-Q4,6,10,2003,France,48.8534,2.3449
2003-Q4,3,10,2003,Georgia,43.472662158707024,42.17021921095487
2003-Q4,6,10,2003,Germany,10.29801806489826,51.24677017066511
2003-Q4,4,10,2003,Hungary,19.3649094430838,47.21165134354711
